id,instrument,code,name,position,row,column,general,space,visibility,light
1056,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,P17,17,P,4,3,3,3
1057,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M9,9,M,3,3,4,3
1058,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M12,12,M,3,3,4,3
1059,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P17,17,P,2,3,3,3
1060,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,G13,13,G,2,3,3,3
1061,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,M8,8,M,3,3,3,3
1062,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,G13,13,G,2,3,3,3
1063,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I14,14,I,2,2,2,3
1064,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,Q17,17,Q,3,3,3,3
1065,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M9,9,M,2,3,3,3
1066,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,M11,11,M,3,3,3,3
1067,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P15,15,P,3,3,3,3
1068,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,I13,13,I,3,3,3,3
1069,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L6,6,L,2,3,3,3
1070,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L10,10,L,3,3,3,3
1071,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,I4,4,I,3,3,3,3
1072,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,I2,2,I,1,3,3,3
1073,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,I7,7,I,3,3,3,3
1074,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,I13,13,I,3,3,3,3
1075,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L6,6,L,2,3,3,3
1076,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H13,13,H,3,3,3,3
1077,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L7,7,L,3,3,3,3
1078,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,L5,5,L,2,3,3,3
1079,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,P15,15,P,3,3,3,3
1091,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P17,17,P,3,3,3,3
1092,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,P17,17,P,3,3,3,3
1093,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K9,9,K,3,3,5,3
1094,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K11,11,K,4,3,5,4
1104,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,R16,16,R,3,3,3,3
1105,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,F16,16,F,3,2,2,3
1106,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,H12,12,H,2,3,3,3
1107,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,H16,16,H,5,3,3,3
1108,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,H16,16,H,3,3,3,3
1109,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,H7,7,H,2,3,3,3
1110,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,F16,16,F,5,5,5,5
1111,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,E16,16,E,4,4,4,4
1112,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,J9,9,J,3,3,3,3
1113,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H11,11,H,3,3,3,3
1114,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K9,9,K,3,3,3,3
1115,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,K6,6,K,3,3,3,3
1116,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,R16,16,R,3,3,3,3
1117,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,I7,7,I,3,3,3,3
1118,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,E16,16,E,2,3,3,3
1119,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,J5,5,J,3,3,3,3
1120,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P18,18,P,3,4,5,5
1121,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,P18,18,P,4,2,3,3
1122,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M9,9,M,3,3,3,3
1123,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M9,9,M,3,2,3,3
1124,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P18,18,P,4,3,3,3
1125,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,M11,11,M,5,3,3,3
1126,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,J14,14,J,3,3,3,3
1127,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I14,14,I,3,3,3,5
1128,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,Q18,18,Q,3,3,3,3
1129,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M11,11,M,3,3,3,3
1130,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N12,12,N,3,2,3,3
1131,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,Q17,17,Q,3,3,3,3
1132,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,I14,14,I,3,3,3,3
1133,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M9,9,M,3,3,3,3
1134,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M11,11,M,4,4,5,5
1142,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,L5,5,L,3,5,5,5
1143,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,P14,14,P,3,5,3,5
1144,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L9,9,L,3,3,5,5
1145,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L12,12,L,3,3,5,5
1146,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,P12,12,P,3,3,5,5
1147,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,O14,14,O,4,3,3,2
1148,Contrebasse,Moz2,Symphonie n°41 (MOZART) - Configuration 2,O14,14,O,3,2,3,2
1149,Contrebasse,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J9,9,J,4,5,4,2
1150,Contrebasse,Moz4,Symphonie n°41 (MOZART) - Configuration 4,J11,11,J,5,2,2,2
1155,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I13,13,I,2,2,2,2
1156,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,O12,12,O,2,3,3,1
1157,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,J9,9,J,3,3,3,3
1158,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,L11,11,L,3,3,3,3
1159,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,R17,17,R,2,3,3,2
1160,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,H11,11,H,3,3,2,2
1161,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L9,9,L,3,3,3,3
1162,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L11,11,L,3,3,3,3
1163,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M9,9,M,3,3,3,3
1164,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M6,6,M,1,2,2,2
1165,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N9,9,N,3,3,3,3
1166,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,H14,14,H,3,3,3,3
1167,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,N9,9,N,2,2,2,2
1168,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H12,12,H,3,3,3,3
1169,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K9,9,K,3,3,3,3
1170,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,I7,7,I,3,3,3,3
1171,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,P11,11,P,1,2,2,2
1172,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L9,9,L,3,3,3,3
1173,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,G15,15,G,2,3,3,3
1174,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,O10,10,O,3,3,3,3
1187,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,G18,18,G,2,4,5,5
1188,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P14,14,P,3,5,5,5
1189,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O10,10,O,1,4,5,3
1190,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N12,12,N,2,5,5,5
1191,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P14,14,P,5,5,5,5
1192,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G17,17,G,3,4,4,4
1193,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N9,9,N,1,5,5,5
1194,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N12,12,N,2,5,5,5
1195,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N9,9,N,2,5,5,5
1196,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,O7,7,O,3,5,4,5
1197,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L9,9,L,3,5,5,5
1198,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G11,11,G,3,5,5,5
1199,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K9,9,K,3,5,5,5
1200,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H15,15,H,5,5,5,5
1201,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,O10,10,O,3,5,5,5
1202,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,P7,7,P,3,4,3,3
1203,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,Q17,17,Q,3,5,5,5
1204,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O10,10,O,1,5,5,5
1205,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,H11,11,H,1,4,4,4
1206,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L9,9,L,1,5,5,5
1223,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L8,8,L,2,3,1,3
1224,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L8,8,L,2,3,0,0
1225,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K6,6,K,3,3,2,3
1226,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I13,13,I,4,3,4,3
1227,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K6,6,K,2,3,1,3
1228,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,I13,13,I,4,3,4,3
1229,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K9,9,K,3,3,1,3
1233,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,J10,10,J,4,3,3,3
1234,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L9,9,L,2,3,2,3
1235,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N15,15,N,4,3,3,5
1236,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,O18,18,O,2,4,3,5
1237,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J16,16,J,2,5,3,5
1238,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,O18,18,O,2,4,3,5
1239,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M16,16,M,3,3,3,5
1240,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K17,17,K,2,1,3,5
1241,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K17,17,K,2,1,3,5
1242,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K17,17,K,3,1,3,5
1243,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K16,16,K,2,2,3,5
1244,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P18,18,P,1,4,2,5
1245,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N17,17,N,1,2,3,5
1246,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,J15,15,J,3,3,3,5
1247,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N17,17,N,3,2,3,5
1248,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,J19,19,J,3,1,4,5
1249,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,J19,19,J,3,1,4,5
1250,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,J19,19,J,3,1,3,5
1251,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N14,14,N,3,3,3,5
1252,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N14,14,N,3,3,3,5
1253,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K16,16,K,3,1,3,5
1254,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K17,17,K,3,2,3,3
1255,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,J16,16,J,3,3,3,5
1256,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,O20,20,O,3,4,3,5
1257,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K17,17,K,3,1,3,5
1258,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L14,14,L,3,1,3,5
1259,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L14,14,L,3,2,3,5
1260,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P14,14,P,3,4,4,4
1261,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,R18,18,R,3,4,3,4
1262,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,I11,11,I,2,5,5,5
1263,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,I11,11,I,1,4,4,4
1264,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P14,14,P,4,4,4,4
1265,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K12,12,K,1,1,4,4
1266,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K12,12,K,1,1,3,3
1267,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K12,12,K,1,1,4,4
1268,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K16,16,K,2,2,4,4
1269,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P18,18,P,5,5,5,5
1270,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N17,17,N,1,1,3,3
1271,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,J15,15,J,2,4,3,4
1272,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N19,19,N,3,2,4,4
1273,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,J17,17,J,3,1,3,3
1274,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,J17,17,J,3,2,3,3
1275,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,J17,17,J,3,2,3,3
1276,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L18,18,L,4,2,3,3
1277,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L18,18,L,3,2,3,3
1278,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K16,16,K,3,1,3,3
1279,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K17,17,K,1,1,3,3
1280,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,N18,18,N,1,2,3,3
1281,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K15,15,K,1,3,3,3
1282,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,J16,16,J,3,1,3,3
1283,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,K17,17,K,3,1,3,3
1284,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,O22,22,O,3,5,3,3
1285,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,J16,16,J,1,1,3,3
1286,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,J16,16,J,2,1,3,3
1288,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,O13,13,O,4,5,4,4
1289,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,R16,16,R,1,4,2,4
1290,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H12,12,H,2,3,3,3
1291,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H12,12,H,2,3,2,3
1292,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,O13,13,O,4,4,4,4
1293,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,J12,12,J,2,1,3,3
1294,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,J12,12,J,2,1,3,3
1295,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,J12,12,J,3,1,3,3
1296,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,J13,13,J,2,3,5,4
1297,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P17,17,P,2,4,5,4
1298,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N13,13,N,3,5,5,4
1299,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,I15,15,I,3,3,5,4
1300,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M13,13,M,3,3,5,4
1301,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,I15,15,I,3,3,5,4
1302,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,I15,15,I,3,3,5,4
1303,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I15,15,I,3,3,5,4
1304,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N10,10,N,3,3,4,4
1305,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N10,10,N,3,3,4,4
1306,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J13,13,J,4,3,3,4
1307,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J13,13,J,4,2,4,4
1308,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M13,13,M,1,4,4,4
1309,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,I15,15,I,4,4,4,4
1310,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,I15,15,I,3,2,4,4
1311,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,J16,16,J,3,4,4,4
1312,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,P16,16,P,3,4,4,4
1313,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H16,16,H,2,3,4,4
1314,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K14,14,K,2,2,4,4
1315,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,J11,11,J,3,4,4,4
1316,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N13,13,N,3,3,3,3
1317,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K16,16,K,3,3,2,2
1318,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J16,16,J,3,3,3,3
1319,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K16,16,K,3,3,3,3
1320,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M16,16,M,3,3,3,3
1321,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,J17,17,J,2,1,3,3
1322,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,J17,17,J,3,1,3,3
1323,Violoncelle,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,J17,17,J,3,2,3,3
1324,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,J19,19,J,3,3,3,3
1325,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N20,20,N,3,3,3,3
1326,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,L16,16,L,1,3,2,3
1327,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K16,16,K,3,3,3,3
1328,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M16,16,M,3,2,3,3
1329,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M16,16,M,3,3,3,3
1330,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M16,16,M,3,3,3,3
1331,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M16,16,M,3,3,3,3
1332,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L16,16,L,3,3,3,3
1333,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L16,16,L,3,3,3,3
1334,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J19,19,J,3,2,3,3
1335,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J19,19,J,3,3,3,3
1336,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L16,16,L,3,2,3,3
1337,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K16,16,K,4,3,3,3
1338,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K13,13,K,2,3,3,3
1339,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,K13,13,K,3,3,3,3
1340,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,M20,20,M,3,3,3,3
1341,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K17,17,K,3,3,3,3
1342,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K18,18,K,3,3,3,3
1343,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,K18,18,K,3,3,3,3
1348,Violoncelle,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M18,18,M,2,3,3,3
1349,Violoncelle,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K19,19,K,3,2,3,1
1350,Violoncelle,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K19,19,K,3,3,3,3
1351,Violoncelle,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K19,19,K,3,3,3,3
1352,Violoncelle,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N22,22,N,2,3,3,3
1353,Violoncelle,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M19,19,M,3,3,3,3
1354,Violoncelle,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K18,18,K,4,3,3,3
1355,Violoncelle,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M19,19,M,3,3,3,3
1356,Violoncelle,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,K19,19,K,3,3,3,3
1357,Violoncelle,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,K19,19,K,3,3,3,3
1358,Violoncelle,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,K19,19,K,3,3,3,3
1363,Violoncelle,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P10,10,P,1,3,1,3
1364,Violoncelle,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G12,12,G,3,3,3,3
1365,Violoncelle,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G12,12,G,2,3,3,3
1370,Violoncelle,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N13,13,N,3,3,5,3
1371,Violoncelle,Moz2,Symphonie n°41 (MOZART) - Configuration 2,N18,18,N,3,4,5,3
1372,Violoncelle,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K14,14,K,3,3,5,3
1373,Violoncelle,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K14,14,K,3,3,5,3
1393,Violoncelle,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N14,14,N,3,3,5,3
1394,Violoncelle,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N14,14,N,2,3,5,3
