id,instrument,code,name,position,row,column,general,space,visibility,light
1994,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,H21,21,H,2,3,3,0
1995,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,H21,21,H,2,3,3,0
1996,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H21,21,H,1,3,3,3
1997,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,H21,21,H,4,3,3,3
1998,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,H21,21,H,2,3,3,3
2004,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,G18,18,G,3,5,5,5
2005,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,G18,18,G,3,5,5,5
2006,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,G18,18,G,3,5,5,5
2007,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,G18,18,G,3,5,5,5
2008,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,G18,18,G,3,5,5,5
2009,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,G18,18,G,3,5,5,5
2010,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,G18,18,G,5,5,5,5
2011,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,G18,18,G,4,5,5,5
2012,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,G18,18,G,3,5,5,5
2013,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G18,18,G,3,5,5,5
2014,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,G18,18,G,3,5,5,5
2015,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,G18,18,G,3,5,5,5
2016,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,G18,18,G,3,5,5,5
2017,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,G18,18,G,3,5,5,5
2018,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,G18,18,G,3,5,5,5
2019,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G18,18,G,3,5,5,5
2020,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,G18,18,G,3,5,5,5
2021,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G18,18,G,3,5,5,5
2022,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G18,18,G,4,5,5,5
2023,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,G18,18,G,4,5,5,5
2024,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,G18,18,G,3,5,5,5
2025,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,G18,18,G,3,5,5,5
2026,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,G18,18,G,3,5,5,5
2027,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,G18,18,G,3,5,5,5
2036,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,G17,17,G,3,3,3,3
2037,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,G17,17,G,3,2,3,3
2038,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,G17,17,G,3,3,3,3
2039,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,G17,17,G,3,3,3,3
2040,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,G17,17,G,3,3,3,3
2041,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,G17,17,G,3,2,3,3
2042,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,G17,17,G,3,2,3,3
2043,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,G17,17,G,3,2,3,3
2044,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,G17,17,G,3,3,3,3
2045,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G17,17,G,3,3,3,3
2046,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,G17,17,G,3,3,3,3
2047,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,G17,17,G,3,3,3,3
2048,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,G17,17,G,3,3,3,3
2049,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,G17,17,G,3,3,3,3
2050,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,G17,17,G,3,2,3,3
2051,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G17,17,G,3,2,3,3
2052,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,G17,17,G,2,2,3,3
2053,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G17,17,G,3,3,3,3
2054,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G17,17,G,3,3,3,3
2055,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,G17,17,G,3,3,3,3
2056,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,G17,17,G,3,2,3,3
2057,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,G17,17,G,2,2,3,3
2058,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,G17,17,G,2,2,3,3
2059,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,G17,17,G,2,3,3,3
2069,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,K21,21,K,3,3,5,5
2070,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,K21,21,K,3,3,3,3
2071,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K21,21,K,3,3,3,3
2072,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K21,21,K,3,3,0,0
2073,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K20,20,K,3,3,3,3
2074,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,K20,20,K,4,3,3,3
2075,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K20,20,K,3,3,3,3
2076,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K20,20,K,3,3,3,3
2077,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,K20,20,K,2,3,3,3
2078,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,K20,20,K,3,3,3,3
2079,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,K20,20,K,3,3,3,3
2080,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K20,20,K,4,3,3,3
2081,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K20,20,K,3,3,3,3
2082,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J20,20,J,3,3,3,3
2083,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J20,20,J,3,3,3,3
2084,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,J20,20,J,3,3,3,3
2085,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,J20,20,J,3,3,3,3
2086,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K19,19,K,3,3,3,3
2090,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,K1,1,K,3,3,3,3
2091,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K19,19,K,3,3,3,3
2092,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K19,19,K,3,3,3,3
2093,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,K19,19,K,3,3,3,3
2098,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K20,20,K,3,3,3,3
2099,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,K20,20,K,3,3,3,3
2100,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K20,20,K,3,3,3,3
2101,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K20,20,K,3,3,3,3
2102,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K20,20,K,3,3,3,3
2103,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,K20,20,K,3,3,3,3
2104,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K20,20,K,3,3,3,3
2105,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,J20,20,J,3,3,3,3
2106,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,J20,20,J,3,3,3,3
2107,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J20,20,J,3,3,3,3
2108,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,J20,20,J,2,3,3,3
2109,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,J20,20,J,3,3,3,3
2110,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,J19,19,J,3,2,3,3
2113,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K20,20,K,3,3,3,3
2114,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K19,19,K,4,3,3,3
2115,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,K20,20,K,2,3,3,3
2116,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,J18,18,J,3,4,4,3
2117,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,J18,18,J,2,3,3,3
2118,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J18,18,J,4,3,3,3
2119,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,J18,18,J,4,3,3,3
2132,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,J18,18,J,2,3,3,3
2133,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,J18,18,J,3,3,3,3
2134,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K21,21,K,3,3,3,3
2135,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K21,21,K,2,3,3,3
2136,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K22,22,K,2,3,3,3
2137,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K22,22,K,3,3,3,3
2138,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,F18,18,F,4,2,3,3
2139,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,J18,18,J,3,3,3,3
2140,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,J18,18,J,2,3,3,3
