id,instrument,code,name,violin_1,violin_2,alto,cello,bass,flute,oboe,clarinet,bassoon,horn,trumpet,trombone,tuba,percusssion,harp,piano,column,row
302,Trombone,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,2,3,3,3,3,4,3,0,0,3,0,0,I,2
303,Trombone,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,2,3,3,3,3,4,3,0,0,3,0,0,H,2
304,Trombone,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,H,2
305,Trombone,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
306,Trombone,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
307,Trombone,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,2,3,3,3,3,3,0,0,3,0,0,M,3
308,Trombone,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,2,3,3,3,3,3,0,0,3,0,0,G,2
309,Trombone,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
310,Trombone,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,2,3,2,2,3,3,0,0,3,0,0,G,2
311,Trombone,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,2,3,2,2,3,3,0,0,3,0,0,M,3
312,Trombone,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,2,3,2,2,3,2,0,0,3,0,0,M,3
313,Trombone,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,2,2,2,2,3,3,0,0,3,0,0,M,3
314,Trombone,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,0,0,M,3
315,Trombone,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,0,0,G,2
316,Trombone,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,G,2
317,Trombone,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
318,Trombone,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,B,1
328,Trombone,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,4,3,3,3,3,B,1
329,Trombone,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,G,2
330,Trombone,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,4,3,3,3,3,H,2
331,Trombone,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,M,3
332,Trombone,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,3,3,3,3,3,1,1,1,1,4,2,1,3,3,3,3,M,3
333,Trombone,Moz1,Symphonie n°41 (MOZART) - Configuration 1,5,5,5,5,5,1,1,0,1,2,2,0,0,4,0,0,B,1
334,Trombone,Moz2,Symphonie n°41 (MOZART) - Configuration 2,4,4,4,4,4,2,2,0,2,4,4,0,0,5,0,0,G,2
335,Trombone,Moz3,Symphonie n°41 (MOZART) - Configuration 3,5,5,5,5,5,2,2,0,2,4,4,0,0,4,0,0,B,1
337,Trombone,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,0,0,3,0,0,G,2
338,Trombone,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,3,3,3,3,2,2,3,2,3,3,0,0,4,0,0,B,1
339,Trombone,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
340,Trombone,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,4,0,0,M,3
341,Trombone,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,5,5,3,3,3,2,2,2,2,3,3,0,0,4,0,0,G,2
342,Trombone,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,3,3,3,3,2,2,2,2,3,3,0,0,3,0,0,G,2
343,Trombone,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,M,3
344,Trombone,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,H,2
349,Trombone,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,0,0,G,2
350,Trombone,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,0,0,G,2
351,Trombone,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,0,0,M,3
352,Trombone,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,M,3
365,Trompette,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,3,3,1,2,3,2,2,2,2,3,3,0,0,4,0,0,G,2
366,Trompette,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,3,1,2,2,3,3,3,3,3,3,3,0,0,3,0,0,G,2
367,Trompette,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,3,1,2,2,3,2,2,2,2,3,3,0,0,4,0,0,G,2
368,Trompette,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,3,1,1,2,3,3,3,3,3,3,3,0,0,3,0,0,G,2
373,Trompette,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,3,3,1,2,2,2,2,1,1,3,3,3,3,3,0,0,G,2
374,Trompette,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,0,0,G,2
375,Trompette,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,3,3,3,2,3,3,3,2,2,3,3,4,4,4,0,0,G,2
376,Trompette,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,3,3,3,2,3,3,3,2,2,2,3,3,4,3,0,0,G,2
389,Trompette,Moz1,Symphonie n°41 (MOZART) - Configuration 1,3,3,2,3,2,2,1,0,3,3,3,0,0,3,0,0,G,2
390,Trompette,Moz2,Symphonie n°41 (MOZART) - Configuration 2,3,3,3,3,3,2,2,0,2,3,3,0,0,3,0,0,G,2
391,Trompette,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,2,3,3,3,2,2,0,3,3,3,0,0,3,0,0,M,3
392,Trompette,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,2,3,3,3,3,3,0,3,3,3,0,0,3,0,0,G,2
393,Trompette,Moz4,Symphonie n°41 (MOZART) - Configuration 4,3,2,3,3,3,3,3,0,3,3,3,0,0,3,0,0,B,1
394,Trompette,Moz3,Symphonie n°41 (MOZART) - Configuration 3,3,2,3,3,3,2,2,0,3,3,3,0,0,3,0,0,G,2
399,Trompette,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,3,3,2,2,2,2,3,2,0,0,3,0,0,B,1
400,Trompette,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,3,3,3,3,3,2,2,2,2,3,2,0,0,3,0,0,G,2
401,Trompette,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,3,2,3,2,3,2,2,2,3,3,3,0,0,3,0,0,G,2
402,Trompette,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
403,Trompette,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,B,1
404,Trompette,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,G,2
416,Trompette,Rav1,La Valse (RAVEL) - Configuration 1,3,3,3,3,3,3,3,3,3,2,2,4,3,5,3,0,F,2
417,Trompette,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,3,3,2,2,2,2,3,2,4,3,5,3,0,B,1
418,Trompette,Rav2,La Valse (RAVEL) - Configuration 2,3,3,3,3,3,2,2,2,2,3,2,4,3,5,3,0,F,2
